Track ID	File	zero_cross_rate_mean	zero_cross_rate_std	rmse_mean	rmse_var	spectral_centroid_mean	spectral_centroid_var	spectral_bandwidth_mean	spectral_bandwidth_var	spectral_rolloff_mean	spectral_rolloff_var	spectral_contrast_mean	spectral_contrast_var	spectral_flatness_mean	spectral_flatness_var	chroma_stft_1_mean	chroma_stft_2_mean	chroma_stft_3_mean	chroma_stft_4_mean	chroma_stft_5_mean	chroma_stft_6_mean	chroma_stft_7_mean	chroma_stft_8_mean	chroma_stft_9_mean	chroma_stft_10_mean	chroma_stft_11_mean	chroma_stft_12_mean	chroma_stft_1_std	chroma_stft_2_std	chroma_stft_3_std	chroma_stft_4_std	chroma_stft_5_std	chroma_stft_6_std	chroma_stft_7_std	chroma_stft_8_std	chroma_stft_9_std	chroma_stft_10_std	chroma_stft_11_std	chroma_stft_12_std	tempo	mfcc_1_mean	mfcc_2_mean	mfcc_3_mean	mfcc_4_mean	mfcc_5_mean	mfcc_6_mean	mfcc_7_mean	mfcc_8_mean	mfcc_9_mean	mfcc_10_mean	mfcc_11_mean	mfcc_12_mean	mfcc_1_std	mfcc_2_std	mfcc_3_std	mfcc_4_std	mfcc_5_std	mfcc_6_std	mfcc_7_std	mfcc_8_std	mfcc_9_std	mfcc_10_std	mfcc_11_std	mfcc_12_std	GenreID	Genre	Type
0	pop_00072.wav	0.14555076316550927	0.03745127633671587	0.20155440270900726	0.028688041493296623	2863.732014631172	452.58400725969636	2740.4714355355477	295.5000650654474	6102.5197347005205	1213.1685966734096	16.299759047164834	4.270126242396528	0.0852811187505722	0.047679293900728226	0.602759838104248	0.49855613708496094	0.4058546721935272	0.5059670805931091	0.49811896681785583	0.5304350852966309	0.43101266026496887	0.459333598613739	0.5042476654052734	0.5072564482688904	0.5217724442481995	0.5773462653160095	0.2832823693752289	0.2613987624645233	0.2505008280277252	0.24720679223537445	0.23164764046669006	0.27948689460754395	0.221628338098526	0.2604599893093109	0.2870492935180664	0.2705322504043579	0.278037965297699	0.3063220977783203	117.45383522727273	13.814827919006348	74.75397491455078	-21.342796325683594	2.0150768756866455	0.0536346435546875	1.1118998527526855	1.7482613325119019	5.482288360595703	-2.891853094100952	-2.198221206665039	-8.910496711730957	-1.3084914684295654	27.12228012084961	16.400644302368164	15.76557445526123	13.787878036499023	9.127838134765625	7.975465297698975	9.560178756713867	6.904462814331055	6.030448913574219	6.004713535308838	5.124403476715088	5.069014549255371	0	pop	Train
0	pop_00072.wav	0.1421825267650463	0.042302332213294574	0.20203222334384918	0.03759239986538887	2858.830339800058	480.4463711502285	2758.6994455709037	267.73019720647363	6054.3690999348955	1160.8791918010384	16.590515511814946	4.031889412104178	0.07884105294942856	0.053434453904628754	0.5829581618309021	0.3907582759857178	0.31193363666534424	0.3949497640132904	0.30703234672546387	0.43191736936569214	0.3917597532272339	0.39141714572906494	0.49909549951553345	0.43364185094833374	0.45275557041168213	0.5341535210609436	0.3261966407299042	0.2626110911369324	0.2507312297821045	0.27150511741638184	0.185401052236557	0.30223801732063293	0.25067874789237976	0.28605416417121887	0.34129399061203003	0.2577521800994873	0.28896012902259827	0.3024443984031677	117.45383522727273	6.227685451507568	74.50895690917969	-14.757065773010254	8.217615127563477	-0.7462834715843201	3.5066375732421875	1.4139940738677979	-1.3094749450683594	-3.3288252353668213	-4.25054931640625	-11.421392440795898	-2.5147018432617188	33.31443405151367	17.458545684814453	13.959095001220703	13.977035522460938	8.579168319702148	8.547901153564453	11.05033016204834	6.610333442687988	6.5901994705200195	6.881005764007568	6.699643135070801	4.862863063812256	0	pop	Train
0	pop_00072.wav	0.16634114583333334	0.08323995338620453	0.18726575374603271	0.0604143925011158	2935.345103542344	778.9927978996557	2688.226928515793	358.84271537662386	6015.7887776692705	1389.7504916660714	16.004215182307306	4.124146432666741	0.09513257443904877	0.08374190330505371	0.6310789585113525	0.462568074464798	0.47051921486854553	0.5828955769538879	0.472708523273468	0.47637373208999634	0.4599015712738037	0.4896833002567291	0.5446059107780457	0.5067471265792847	0.5745508670806885	0.6065380573272705	0.27152740955352783	0.24742616713047028	0.2384534478187561	0.2586354613304138	0.2393125593662262	0.2748909294605255	0.24045170843601227	0.2613057494163513	0.2755472958087921	0.2685943841934204	0.2831398844718933	0.2649557888507843	117.45383522727273	-6.175698757171631	71.29609680175781	-17.68782615661621	7.928533554077148	0.5504811406135559	2.4696152210235596	-1.942091464996338	-0.12232264876365662	-4.7120361328125	-1.221124291419983	-6.919065475463867	-2.7556979656219482	42.979557037353516	32.463321685791016	21.099485397338867	14.497021675109863	11.316814422607422	9.722524642944336	9.740348815917969	9.699236869812012	7.3111443519592285	8.129168510437012	7.800744533538818	8.989028930664062	0	pop	Train
0	pop_00072.wav	0.10253680193865741	0.03138198171066375	0.24058932065963745	0.08213252574205399	2150.429916959888	587.8970557501606	2307.9567147198286	536.2148593860221	4455.6284586588545	1619.4709878561582	16.340432106303087	4.274416343947995	0.03752818703651428	0.038662973791360855	0.4499175250530243	0.4412807822227478	0.4300496280193329	0.3883071839809418	0.33872830867767334	0.4345075488090515	0.439228892326355	0.5606173872947693	0.6445021033287048	0.5090979933738708	0.4965704381465912	0.4231796860694885	0.26992398500442505	0.2622773051261902	0.29496994614601135	0.25290173292160034	0.21664920449256897	0.291348397731781	0.24617308378219604	0.28005626797676086	0.2960582971572876	0.25440430641174316	0.29361867904663086	0.26979345083236694	117.45383522727273	-12.475325584411621	110.67615509033203	-21.56635856628418	4.845531463623047	-7.168413162231445	-5.649294853210449	-2.4750890731811523	3.039987802505493	0.5224761366844177	2.220980644226074	-2.56386661529541	-3.836085796356201	66.29718017578125	28.612918853759766	19.268295288085938	11.120967864990234	12.747807502746582	11.336458206176758	9.05388069152832	7.53817081451416	7.355864524841309	7.754859447479248	6.8694281578063965	6.607518672943115	0	pop	Train
0	pop_00072.wav	0.11449291087962964	0.028724752932312636	0.29656291007995605	0.036956317722797394	2310.4851938395072	414.4267530385993	2456.2570306512675	357.76859831180735	4768.707275390625	1147.272981078477	16.06470471611951	4.367787889987436	0.04526092857122421	0.03134394809603691	0.4209383726119995	0.4337775409221649	0.5157414078712463	0.4876973330974579	0.4792740046977997	0.5156592130661011	0.43277937173843384	0.5333254933357239	0.5682544112205505	0.465027779340744	0.4782962203025818	0.4590555727481842	0.2290346622467041	0.2534558176994324	0.28635555505752563	0.2669872045516968	0.2430434674024582	0.2827466130256653	0.24110102653503418	0.30129966139793396	0.28838101029396057	0.24528752267360687	0.2624994218349457	0.2479238212108612	117.45383522727273	34.61862564086914	100.62760162353516	-21.02834129333496	2.782120704650879	-8.14824390411377	-2.3102478981018066	3.6563732624053955	1.3338727951049805	-2.125339984893799	-1.0575767755508423	-2.481348991394043	-2.26657772064209	30.60696792602539	19.37114143371582	15.184667587280273	12.189558029174805	10.998958587646484	6.845205307006836	9.098332405090332	7.634519577026367	6.579967021942139	7.3812360763549805	6.205094337463379	6.591111660003662	0	pop	Train
0	pop_00072.wav	0.11494728370949074	0.0312993812470935	0.2738436460494995	0.07524730265140533	2286.9891458480415	477.7286637416907	2401.614528543685	390.4240410490769	4683.9202880859375	1282.8875477299882	16.006433242876913	4.264892741943008	0.043486956506967545	0.031768810003995895	0.46806564927101135	0.47871264815330505	0.5494813919067383	0.45739853382110596	0.412270188331604	0.44321972131729126	0.4186229109764099	0.5881553292274475	0.6148201823234558	0.5353541374206543	0.5667895078659058	0.5067425966262817	0.25297966599464417	0.2439705729484558	0.2979799211025238	0.2521035969257355	0.24642902612686157	0.26424750685691833	0.23243781924247742	0.2794448137283325	0.2534184753894806	0.25363707542419434	0.28133291006088257	0.26662498712539673	117.45383522727273	20.393505096435547	101.48238372802734	-25.25655174255371	4.796661853790283	-1.9854038953781128	-0.17416693270206451	-0.3219468891620636	1.3503308296203613	-0.9324171543121338	0.8991081714630127	-5.011329174041748	-5.236138343811035	49.665313720703125	22.922622680664062	14.303788185119629	15.168535232543945	8.538281440734863	8.45412826538086	8.712502479553223	6.54649019241333	8.204228401184082	9.899129867553711	6.04307222366333	7.158002853393555	0	pop	Train
1	pop_00066.wav	0.09306278935185185	0.04577673669010964	0.22884057462215424	0.07885517179965973	2979.332753284592	1007.9739092143869	3335.0163622716855	436.8175456597676	7321.986897786458	1863.467390450357	19.54319985482598	4.34820272794322	0.023181358352303505	0.03241042420268059	0.2347196638584137	0.2866779863834381	0.5491734147071838	0.41829854249954224	0.4622420072555542	0.22601577639579773	0.1625688225030899	0.2234596461057663	0.3489193618297577	0.4029672145843506	0.3013675808906555	0.2729123532772064	0.2637341618537903	0.2500120997428894	0.42528167366981506	0.2541557252407074	0.38150322437286377	0.1980324685573578	0.16821134090423584	0.20802593231201172	0.28486087918281555	0.30429503321647644	0.23944419622421265	0.24365171790122986	112.34714673913044	-85.37316131591797	78.29120635986328	59.747562408447266	10.707596778869629	8.101432800292969	11.956592559814453	15.163825035095215	10.44402027130127	3.336456537246704	6.556622505187988	3.268869400024414	8.639005661010742	47.92283630371094	32.98624038696289	25.558374404907227	16.945144653320312	17.0623836517334	12.492192268371582	12.384367942810059	10.621971130371094	9.80795669555664	8.492231369018555	9.392580032348633	10.30179214477539	0	pop	Train
1	pop_00066.wav	0.09688765914351852	0.051758930130945034	0.21238593757152557	0.0752655565738678	2806.9620025910076	1002.7366095638034	3137.5125212362627	485.1607996712022	6523.8128662109375	2112.980665062365	20.76958795554228	5.422440748793694	0.026853861287236214	0.044591888785362244	0.2374347299337387	0.2265588641166687	0.5170585513114929	0.3042609691619873	0.4577066898345947	0.3285417854785919	0.2228350043296814	0.256267249584198	0.2862827479839325	0.3013146221637726	0.19468137621879578	0.2738827168941498	0.2694338262081146	0.18168647587299347	0.40792059898376465	0.19122226536273956	0.39413028955459595	0.29109829664230347	0.18882080912590027	0.23628702759742737	0.2631586492061615	0.2507564425468445	0.18792936205863953	0.30199575424194336	107.666015625	-91.44061279296875	76.120849609375	44.11848449707031	19.057851791381836	15.662951469421387	11.538743019104004	14.24856948852539	4.4464640617370605	2.5630109310150146	11.980607032775879	2.102858304977417	9.57321548461914	51.80201721191406	33.39466094970703	24.996599197387695	16.717927932739258	14.220349311828613	12.996618270874023	13.618236541748047	10.230690956115723	8.256309509277344	11.413460731506348	8.471342086791992	8.253475189208984	0	pop	Train
1	pop_00066.wav	0.09050383391203703	0.07118862328070355	0.21813108026981354	0.07644984126091003	2744.693458195956	1097.1800325878457	3234.7192300349857	472.2174337453075	6682.670084635417	2246.019086416871	18.957441693741682	4.267769074366153	0.029012247920036316	0.045800257474184036	0.5345402956008911	0.3893413245677948	0.42150041460990906	0.3859909772872925	0.4008483290672302	0.41521188616752625	0.32605674862861633	0.32294484972953796	0.3569982945919037	0.44070276618003845	0.33949699997901917	0.4425518810749054	0.35585638880729675	0.2588101625442505	0.3300679624080658	0.25345462560653687	0.2510301172733307	0.27092444896698	0.23277591168880463	0.23990485072135925	0.23795253038406372	0.33140701055526733	0.24850012362003326	0.3325720727443695	161.4990234375	-94.47687530517578	79.79068756103516	53.96651077270508	17.67331314086914	15.691435813903809	19.018098831176758	12.415229797363281	2.86403226852417	10.07684326171875	7.819000244140625	-0.3067660927772522	2.560586929321289	61.06988525390625	32.833133697509766	22.91274070739746	12.035512924194336	11.961658477783203	9.746722221374512	11.121049880981445	7.985538005828857	8.909028053283691	8.741843223571777	8.816859245300293	8.027058601379395	0	pop	Train
1	pop_00066.wav	0.08506266276041667	0.05851102688020128	0.2367108315229416	0.06963487714529037	2600.1820187614658	922.0745008774094	3174.3201868486262	425.6205308764608	6392.769368489583	2082.7586881619955	19.259282479530082	4.558512765770535	0.024337127804756165	0.0433940589427948	0.453899621963501	0.3042757213115692	0.3718673586845398	0.35622596740722656	0.4358779788017273	0.4983636140823364	0.3369655907154083	0.4734586775302887	0.3345993161201477	0.33772143721580505	0.2752896845340729	0.3354664444923401	0.34651973843574524	0.2199777066707611	0.3082597255706787	0.25436827540397644	0.29393523931503296	0.3425389528274536	0.21701671183109283	0.3100384771823883	0.23935426771640778	0.3092429041862488	0.25177592039108276	0.25366416573524475	161.4990234375	-76.87852478027344	83.49848937988281	40.423160552978516	20.090810775756836	21.731199264526367	9.826112747192383	13.311409950256348	6.129653453826904	11.02665901184082	8.848106384277344	-5.293426990509033	-1.9578049182891846	41.86654281616211	25.150360107421875	21.738710403442383	13.746988296508789	8.039496421813965	11.087995529174805	9.950190544128418	7.380563735961914	8.395082473754883	8.213589668273926	8.571134567260742	8.720712661743164	0	pop	Train
